id,title,abstract,final_decision
2937,Toward a GPU-enabled billionaire SVD in pyLOM,"We develop and implement an accelerated high-performance and open-source computing environment for model order reduction in fluid dynamics called pyLOM. It contains singular value decomposition-based algorithms implemented for massively parallel GPU architectures. The library is profiled in detail under the MareNostrum V supercomputer. The largest case has been computed under 20~s with 100 GPUs and consisted of a billion nodes by a thousand snapshots matrix. A hybrid CPU-GPU parallel randomized QR factorization has been found to be able to leverage such large matrices. The largest speedup factor of 83 has been found on the QR factorization, while the matrix–matrix multiplication has shown a speedup factor of about 2. Additionally, two examples of application are provided in the flow around a cylinder and the Windsor body, whose POD is computed under 3~s with 100 GPUs. This showcases the efficiency of GPUs, resulting in a 97\% reduction in energy to solution and a reduction of 0.11 kg of CO2 emissions. The scalability and efficiency achieved suggest that this framework can play a key role in reducing the energy demands and environmental impact of large-scale data analysis and model order reduction across a wide range of applications. \textcopyright The Author(s) 2026.",
2996,"AI applications for business, medical, and agricultural sustainability","Climate change, natural resource depletion, and unsustainable agricultural practices pose unprecedented challenges to our planet. The increasing environmental footprint of computer networks, communication systems, and other IT infrastructures exacerbates these issues, contributing significantly to energy consumption and greenhouse gas emissions. Without innovative solutions, these challenges will continue to escalate, threatening the sustainability of our planet for future generations. AI Applications for Business, Medical, and Agricultural Sustainability offers a comprehensive solution by harnessing the power of Artificial Intelligence (AI) and High-Performance Computing (HPC). This book showcases how AI's ability to process vast amounts of data and HPC's capability to perform massive computations in short periods can revolutionize climate modeling, energy optimization, and sustainable agriculture. By introducing new energy models, algorithms, and methodologies, the book provides a roadmap for developing next-generation computing and communication infrastructures that are environmentally sustainable. This book is ideal for educators, environmentalists, industry professionals, researchers, and academics. It explores the potential of AI and HPC in addressing environmental challenges and delves into the ethics and policies surrounding their use. By offering practical insights and innovative solutions, AI Applications for Business, Medical, and Agricultural Sustainability empowers readers to make a difference in mitigating climate change, preserving natural resources, and promoting sustainable agriculture. \textcopyright 2024 by IGI Global. All rights reserved.",
3035,Greening Digital,"Since BCS last reported on the carbon footprint of high performance computing, there has been encouraging progress internationally. Greenhouse gas (GHG) emissions from digitalisation appear to have been relatively stable in recent years: globally, the atmospheric release is comparable with the aviation sector, but the exponential growth warnings from some analysts -- associated with video streaming for instance -- have not materialised.",
3036,"Immersion Cooling in Data Centers: A Comprehensive Review of Benefits, Challenges, and Future Directions","Immersion cooling has emerged as a promising solution for the escalating thermal management challenges in the contemporary and modern (next generation) data centers, where traditional aircooling systems are deemed to be inadequate due to rising power densities in microprocessors. The evolution of immersion cooling technologies, highlighting their benefits and the challenges associated with their implementation, is explored in this review. Two-phase microchannel cooling has often been cited as a highly efficient alternative, which can help achieve significant energy savings over air cooling. Subsequent studies have expanded on methods like refrigerant touch cooling, thermosiphon systems, and geothermal immersion cooling. All these strategies can help achieve enhanced energy efficiency, reduced operational costs, and improved Power Usage Effectiveness (PUE). Immersion cooling has been demonstrated to support denser CPU packaging and meet the demands of high-performance computing environments. Despite these advantages, challenges persist, including the need for specialized infrastructure, potential risks related to liquid handling, and integration with existing systems. Advances in environmentally friendly cooling fluids and optimized airflow management have begun to mitigate some of these issues. To fully realize the potential of immersion cooling, future research endeavors should focus on developing standardized protocols and best practices to facilitate its widespread adoption. Enhancing the compatibility of cooling fluids with a broader range of hardware components will be crucial, as will designing systems that are easier to integrate with existing data center infrastructure. Exploring hybrid cooling solutions that combine immersion cooling with other efficient methods could offer additional benefits. Further investigation into the long-term reliability, maintenance requirements, and environmental impacts of immersioncooled systems is essential. Integrating immersion cooling with renewable energy sources and waste heat recovery systems could also enhance sustainability and operational efficiency (e.g., for thermal desalination and wood drying applications). The literature reports can be utilized to identify a clear trend toward adopting immersion cooling as a key strategy for improving energy efficiency and thermal management in data centers. Hence, ongoing research and development efforts need to be redirected to overcoming these remaining obstacles, thus paving the way for more energy efficient data center operations with reduced footprint for water and power consumption in the future; while also improving the sustainability, reliability, robustness, and resilience of these platforms. \textcopyright 2025, Begell House Inc.. All rights reserved.",
3053,"Cloud-computing approach for an environmental, social, and corporate governance focus in universities and businesses","There is an increasing demand for high-performance computing on geophysical exploration applications, which implies more carbon emissions due to higher energy consumption. Furthermore, there is increasing concern about the environmental and social impact that this can generate. We show how cloud computing can handle these challenges simultaneously and thereby assist business leaders in their decision-making. Cloud computing is a paradigm in which users rent computing capacity from providers on a pay-as-you-go basis, thereby reducing the carbon footprint by up to 88\%. It can run software for years uninterrupted using the same capital required to acquire and run on-premises infrastructure, even if such infrastructure has over a thousand graphics processing units. However, the managers must consider that challenges arise from using the cloud, such as trusting their data in a third-party server and expenses throughout the years, especially with storage. \textcopyright 2021 EAGE Publishing BV. All rights reserved.",
3173,Foreword Sustainable Project Pathways for HPC Software 2024 Workshop,,
3185,"EE-HPC-WG'11 - Proceedings of the 2011 Energy Efficient High Performance Computing Working Group Workshop, Co-located with SC'11","The proceedings contain 6 papers. The topics discussed include: power and energy aware computing with Tsubame 2.0 and beyond; lawrence livermore national labortory HPC power management; energy efficiency tools and resources; liquid cooling guidelines; metrics overview and update; and true sustainability, the path to a net-zero datacenter: energy, carbon, water.",
3193,"19th IEEE International Symposium on High Performance Computer Architecture, HPCA 2013",The proceedings contain 55 papers. The topics discussed include: power struggles: revisiting the RISC v CISC debate on contemporary ARM and x86 architectures; skinflint DRAM system: minimizing DRAM chip writes for low power; enabling distributed generation powered sustainable high-performance data center; store-load-branch (SLB) predictor: a compiler assisted branch prediction for data dependent branches; ReCaP: a region-based cure for the common cold (cache); application-to-core mapping policies to reduce memory system interference in multi-core systems; improving multi-core performance using mixed-cell cache architecture; ECM : effective capacity maximizer for high-performance compressed caching; a novel system architecture for web scale applications using lightweight CPUs and virtualized I/O; Runnemede: an architecture for ubiquitous high-performance computing; and architecture support for guest-transparent VM protection from untrusted hypervisor and physical attacks.,
3198,"2014 International Green Computing Conference, IGCC 2014","The proceedings contain 44 papers. The topics discussed include: system architecture support for green enterprise computing; high level performance model based design space exploration for energy-efficient designs on FPGAs; GreenColo: a novel incentive mechanism for minimizing carbon footprint in colocation data center; intelligent joint spatio-temporal management of electric vehicle charging and data center power consumption; complexity-theoretic obstacles to achieving energy savings with near-threshold computing; carbon-aware path provisioning for NRENs; predictability of energy use in homes; mobile phone batteries draining: is green web browsing the solution?; a performance enforcing mechanism for energy- and failure-aware cloud systems; leveraging distributed UPS energy for managing solar energy powered data centers; thermal, power, and co-location aware resource allocation in heterogeneous high performance computing systems; and efficient customer selection for sustainable demand response in smart grids.",
3213,"Proceedings of the 32nd International DAAAM Symposium ""Intelligent Manufacturing and Automation"", DAAAM 2021","The proceedings contain 103 papers. The topics discussed include: mathematical model for human resources planning in the production process; introduction and maintaining public relations of small enterprises in virtual environment; on the effective substitution of turning by peripheral milling; application of game-based learning in MATLAB using object-oriented programming; design of a robot application with regard to energy efficiency; monitoring of indoor air quality in classroom; the concept of cloud of things for overcoming the shortcomings of existing technologies; control unit for seat with variable stiffness; diagnosis of acoustic properties of recycled materials from vehicles; and optimizing Kubernetes performance, efficiency and energy footprint in heterogenous HPC environments.",
3218,ICPE 2022 - Proceedings of the 2022 ACM/SPEC International Conference on Performance Engineering,"The proceedings contain 22 papers. The topics discussed include: data science driven methods for sustainable and failure tolerant edge systems; performance optimization of HPC applications in large-scale cluster systems; LongTale: toward automatic performance anomaly explanation in microservices; an empirical study of service mesh traffic management policies for microservices; best practices for HPC workloads on public cloud platforms: a guide for computational scientists to use public cloud for HPC workloads; exploring the use of novel spatial accelerators in scientific applications; isolating GPU architectural features using parallelism-aware microbenchmarks; and same, same, but dissimilar: exploring measurements for workload time-series similarity.",
3221,"Proceedings of the International Conference for High Performance Computing, Networking, Storage and Analysis, SC 2023",The proceedings contain 99 papers. The topics discussed include: 5 ExaFlop/s HPL-MxP benchmark with linear scalability on the 40-million-core Sunway Supercomputer; big data assimilation: real-time 30-second-refresh heavy rain forecast using Fugaku during Tokyo Olympics and Paralympics; rapid simulations of atmospheric data assimilation of hourly-scale phenomena with modern neural networks; Graphine: enhanced neutral atom quantum computing using application-specific Rydberg atom arrangement; legate sparse: distributed sparse computing in python; clover: toward sustainable ai with carbon-aware machine learning inference service; toward sustainable HPC: carbon footprint estimation and environmental implications of HPC systems; and scaling the leading accuracy of deep equivariant models to biomolecular simulations of realistic size.,
3226,"Proceedings - 2023 31st International Symposium on Modeling, Analysis, and Simulation of Computer and Telecommunication Systems, MASCOTS 2023","The proceedings contain 25 papers. The topics discussed include: license forecasting and scheduling for HPC; advancing cloud sustainability: a versatile framework for container power model training; guiding simulations of multi-tier storage caches using knee detection; training K-means on embedded devices: a deadline-aware and energy efficient design; modeling of AoI minimization for (m,k)-firm streams in 5g networks; interdependent mission impact assessment of an IoT system with Hypergame-theoretic attack-defense behavior modeling; TorchAxf: enabling rapid simulation of approximate DNN models using GPU-based floating-point computing framework; training K-means on embedded devices: a deadline-aware and energy efficient design; interpretable modeling of deep reinforcement learning driven scheduling; and can 5G mmWave enable edge-assisted real-time object detection for augmented reality?.",
3228,"International workshops held at the 29th International Conference on Parallel and Distributed Computing, Euro-Par 2023","The proceedings contain 40 papers. The special focus in this conference is on Parallel and Distributed Computing. The topics include: Towards Resource-Efficient DNN Deployment for Traffic Object Recognition: From Edge to Fog; the Implementation of Battery Charging Strategy for IoT Nodes; subMFL: Compatible subModel Generation for~Federated Learning in~Device Heterogeneous Environment; towards a~Simulation as~a~Service Platform for~the~Cloud-to-Things Continuum; cormas: The Software for~Participatory Modelling and~Its Application for~Managing Natural Resources in~Senegal; Malleable APGAS Programs and~Their Support in~Batch Job Schedulers; task-Level Checkpointing for~Nested Fork-Join Programs Using Work Stealing; making Uintah Performance Portable for~Department of~Energy Exascale Testbeds; Benchmarking the~Parallel 1D Heat Equation Solver in~Chapel, Charm++, C++, HPX, Go, Julia, Python, Rust, Swift, and~Java; Parallel Auto-Scheduling of~Counting Queries in~Machine Learning Applications on~HPC Systems; Energy Efficiency Impact of~Processing in~Memory: A Comprehensive Review of~Workloads on~the~UPMEM Architecture; enhancing Supercomputer Performance with~Malleable Job Scheduling Strategies; a Performance Modelling-Driven Approach to~Hardware Resource Scaling; Adaptive HPC Input/Output Systems; dynamic Allocations in~a~Hierarchical Parallel Context; designing a~Sustainable Serverless Graph Processing Tool on~the~Computing Continuum; diorthotis: A Parallel Batch Evaluator for~Programming Assignments; Experiences and~Lessons Learned from~PHYSICS: A Framework for~Cloud Development with~FaaS; improved IoT Application Placement in~Fog Computing Through Postponement; high-Performance Distributed Computing with~Smartphones; blockchain-Based Decentralized Authority for~Complex Organizational Structures Management; Transparent Remote OpenMP Offloading Based on~MPI; DAPHNE Runtime: Harnessing Parallelism for~Integrated Data Analysis Pipelines; exploring Factors Impacting Data Offloading Performance in~Edge and~Cloud Environments; HEAppE Middleware: From Desktop to~HPC; towards Energy-Aware Machine Learning in~Geo-Distributed IoT Settings; OpenCUBE: Building an~Open Source Cloud Blueprint with~EPI Systems; BDDC Preconditioning on~GPUs for~Cardiac Simulations; Exploring Mapping Strategies for~Co-allocated HPC Applications.",
3229,"Proceedings of SC 2024-W: Workshops of the International Conference for High Performance Computing, Networking, Storage and Analysis",The proceedings contain 226 papers. The topics discussed include: analyzing HPC utilization with PIKA and Vampir; portable cross-facility workflows for X-ray ptychography; towards sustainable post-exascale leadership computing; SANReN's 100 Gbps data transfer service: transferring data fast!; framework for integrating machine learning methods for path-aware source routing; an Ising-based decision method for intra prediction mode in video coding; LLM-inference-bench: inference benchmarking of large language models on AI accelerators; ActorProf: a framework for profiling and visualizing fine-grained asynchronous bulk synchronous parallel execution; LIDC: a location independent multi-cluster computing framework for data intensive science; and Parsl+CWL: towards combining the Python and CWL ecosystems.,
3233,"Proceedings - 2024 IEEE International Conference on Cluster Computing Workshops, CLUSTER Workshops 2024","The proceedings contain 49 papers. The topics discussed include: performance insights into supporting Kokkos views in the Kokkos Comm MPI library; investigating Nvidia GPU architecture trends via microbenchmarks; PowerSched - managing power consumption in overprovisioned systems; optimizing idle power of HPC systems: practical insights and methods; calculating user-centric carbon footprints for HPC; microgrid integration with high performance computing systems for microreactor operation; power-efficiency variation on A64FX supercomputers and its application to system operation; towards improving resource allocation for multi-tenant HPC systems: an exploratory HPC cluster utilization case study; advanced visualization of power, temperature, and energy metrics in HPE Cray EX systems; and enabling high-throughput parallel I/O in particle-in-cell Monte Carlo simulations with openPMD and Darshan I/O monitoring.",
3236,"Proceedings of 2025 Supercomputing Asia Conference, SCA 2025","The proceedings contain 11 papers. The topics discussed include: improving the efficiency of a deep reinforcement learning-based power management system for HPC clusters using curriculum learning; anomaly detection in large-scale monitoring systems using a language model; should AI optimize your code? a comparative study of classical optimizing compilers versus current large language models; taming the overhead of hiding samples in deep neural network training; smart in-situ visualization using information entropy-based viewpoint selection and smooth camera path generation; nonlinear model predictive control based on nonlinear autoregressive exogenous model for energy efficient heat removal module in data centers; and empowering generative AI in enterprises: sustainable, high-performance storage solutions with global data fabric and data Lakehouse.",
3237,"Proceedings of the 22nd ACM International Conference on Computing Frontiers 2025 Workshops and Special Sessions, CF 2025 Companion",The proceedings contain 74 papers. The topics discussed include: classification of S-boxes according to hardware implementation cost; leveraging gem5 for hardware trojan research: simulation for machine-learning-based detection; open-source hardware and agile system-on-chip design; HEEPstor: an open-hardware co-design framework for quantized machine learning at the edge; Thundershot: an open-source autonomous vehicles research platform for embedded heterogeneous MPSoCs; SuperCode: sustainability PER AI-driven Co-design; POP3: advancing HPC performance and productivity; cutting-edge strategies for radiation effect estimation on asteroids space mission; and mitigating cross-domain SEU corruption in FPGA-based AI accelerators for space applications.,
3238,"WoSC11 2025 - Proceedings of the 11th International Workshop on Serverless Computing, Part of Middleware Conference",The proceedings contain 9 papers. The topics discussed include: HybridServe: adaptive WebAssembly-container runtime selection for edge serverless computing; assessing power usage effectiveness in serverless computing environments; Flexecutor: out-of-the-box smart provisioning for serverless workflows; elastic MIG reconfiguration with PCIe-aware placement for multi-tenant GPUs; GPUTail latency diagnosis for serverless and HPC workloads using eBPF; large language models for serverless function generation: an investigation on FaaS performance; manifesting the elasticity of serverless data pipelines: a metabolomics use case; sustainable serverless computing: a taxonomy of challenges and solutions; and illuminating the hidden challenges of serverless LLM systems.,
3241,SSW: Sustainable Supercomputing Workshop,,
3242,SSW: Sustainable Supercomputing Workshop,,
3245,"7th International Conference on Blockchain, Artificial Intelligence, and Trustworthy Systems, BlockSys 2025","The proceedings contain 110 papers. The special focus in this conference is on Blockchain, Artificial Intelligence, and Trustworthy Systems. The topics include: A Smart Contract Vulnerability Detection Method Based on Graph Neural Networks and Zero-Shot Learning; decentralized Data Trading Solutions with~Poisoning Attacks Defense; USCSafe: Identifying Permission Vulnerabilities in~Upgradeable Smart Contracts; SAFE: A Blockchain-Based Framework for~Secure Health Data Sharing with~Symmetric Encryption; the Impact of~Cryptographic Algorithm Performance on~Smart Contracts in~WebAssembly; a Survey of~Sharding Blockchains on~Performance and~Scalability; investigating Tornado Cash: Empirical Insights Into Mixing Service Anonymity; a Spam Detection Model With Federated Learning and~Large Language Model; secure and~Efficient Task Offloading with~Resource Allocation in~Vehicular Edge Computing; crowdsensing with~Federated Trust Management: Adaptive Defense Against Malicious Contributions; CDDSF: A Zero-Shot Domain Adaptation Framework for~Secure Solidity Code Search; cost-Aware Makespan Minimization for~Workflow Scheduling in~Trustworthy Heterogeneous Clouds; a Mutimodal Smart Contract Classification Method Based on~Hybrid Convolutional Neural Networks; computility Planning for~Sustainable Supercomputing Centers; research on Web Vulnerability Mining System Based on Machine Learning; A Survey on~Trustworthy Systems in~ChatGPT-Like Large-Scale Generative AI Models: Security, Interpretability, Reliability, and~Privacy Considerations; HMC-Driven Efficient Prediction of~SiC Ion Annealing; IEDD-Net: Industrial Endoscope Defect Detection Network Based on Improved YOLOv12n; research on Reliable Control Methods for Industrial Robotic Arms; adaptive Damage Detection Algorithm for Food Packaging Based on Deep Learning; Service Quality Improvement Strategy in Public Services: An NN-SHAP Analysis Model for Satisfaction Survey; feature-Fusion-Based Adaptive Architectural Crack Detection System; research on Vegetation Generation Technology for 3D Scenes Based on Multi-physics Field Coupling; pi 4B-Based Visual Navigation System for Low-Computing Power Intelligent Vehicles.",
3264,Low-Scalability Distributed Systems for Artificial Intelligence: A Comparative Study of Distributed Deep Learning Frameworks for Image Classification,"Artificial intelligence has experienced tremendous growth in various areas of knowledge, especially in computer science. Distributed computing has become necessary for storing, processing, and generating large amounts of information essential for training artificial intelligence models and algorithms that allow knowledge to be created from large amounts of data. Currently, cloud services offer products for running distributed data training, such as NVIDIA Deep Learning Solutions, Amazon SageMaker, Microsoft Azure, and Google Cloud AI Platform. These services have a cost that adapts to the needs of users who require high processing performance to perform their artificial intelligence tasks. This study highlights the relevance of distributed computing in image processing and classification tasks using a low-scalability distributed system built with devices considered obsolete. To this end, two of the most widely used libraries for the distributed training of deep learning models, PyTorch's Distributed Data Parallel and Distributed TensorFlow, were implemented and evaluated using the ResNet50 model as a basis for image classification, and their performance was compared with modern environments such as Google Colab and a recent Workstation. The results demonstrate that even with low scalability and outdated distributed systems, comprehensive artificial intelligence tasks can still be performed, reducing investment time and costs. With the results obtained and experiments conducted in this study, we aim to promote technological sustainability through device recycling to facilitate access to high-performance computing in key areas such as research, industry, and education. \textcopyright 2025 by the authors.",
3273,Efficient high performance computing with the ALICE event processing nodes GPU-based farm,"Due to the increase of data volumes expected for the LHC Run 3 and Run 4, the ALICE Collaboration designed and deployed a new, energy efficient, computing model to run Online and Offline (Formula presented.) data processing within a single software framework. The ALICE (Formula presented.) Event Processing Nodes (EPN) project performs online data reconstruction using GPUs (Graphic Processing Units) instead of CPUs and applies an efficient, entropy-based, online data compression to cope with Pb–Pb collision data at a 50 kHz hadronic interaction rate. Also, the (Formula presented.) EPN farm infrastructure features an energy efficient, environmentally friendly, adiabatic cooling system which allows for operational and capital cost savings. Copyright \textcopyright 2025 Ronchetti, Akishina, Andreassen, Bluhme, Dange, de Cuveland, Erba, Gaur, Hutter, Kozlov, Kr\vc\'al, La Pointe, Lehrbach, Lindenstruth, Ne\vskovi\'c, Redelbach, Rohr, Weiglhofer and Wilhelmi.",
3274,Optimizing energy consumption for data centers,"Big data applications have become increasingly popular with the appearance of cloud computing and green computing. Therefore, internet service providers (ISPs) need to build data centers for data storage and data processing under the cloud service pattern. However, data centers often consume a significant amount of energy and lead to pollutant emissions. In recent years, the high energy consumption and environmental pollution of data centers have become a pressing issue. This paper reviews the progress of energy-saving technologies in high-performance computing, energy conservation technologies for computer rooms and renewable energy applications during the construction and operation of data centers. From multiple perspectives of energy consumption, cost reduction, and environment protection, a comprehensive set of strategies are proposed to maximize data centers' efficiency and minimize the environmental impact. This paper also provides energy-saving trends for data centers in the future. \textcopyright 2016 Elsevier Ltd. All rights reserved.",
3287,The Double- Edged Sword: Evaluating the Climate Impact of Speech Processing Technologies,"Speech artificial intelligence has become central to digital life, yet its carbonfootprint is substantial. Training large-scale models requires high-performance computing, driving electricity demand and greenhouse gas emissions. While inference is lighter per task, billions of daily interactions on smartphones, smart speakers, and call centers magnify energy use. Indirect impacts include data centers, global networking, and device manufacturing, contributing embodied carbon and e-waste, worsened by always-listening devices and raphardware turnover. Uneven renewable energy adoption across regions deepens inequalities. To align with the Sustainable Development Goals, sustainable speech processing advances lightweight architectures, pruning, quantization, and hardware-software co-optimization. Strategies such as green data centers, edge deployment, and lifecycle assessment reflect a circular economy perspective, framing responsible AI as vital for balancing innovation, accessibility, and environmental stewardship. \textcopyright 2026, IGI Global Scientific Publishing. All rights reserved.",
3322,"Advanced climate model evaluation with ESMValTool v2.11.0 using parallel, out-of-core, and distributed computing","Earth system models (ESMs) allow numerical simulations of the Earth's climate system. Driven by the need to better understand climate change and its impacts, these models have become increasingly sophisticated over time, generating vast amounts of data. To effectively evaluate the complex state-of-the-art ESMs and ensure their reliability, new tools for comprehensive analysis are essential. The open-source community-driven Earth System Model Evaluation Tool (ESMValTool) addresses this critical need by providing a software package for scientists to assess the performance of ESMs using common diagnostics and metrics. In this paper, we describe recent significant improvements of ESMValTool's computational efficiency, which allow a more effective evaluation of these complex ESMs and also high-resolution models. These optimizations include parallel computing (execute multiple computation tasks simultaneously), out-of-core computing (process data larger than available memory), and distributed computing (spread computation tasks across multiple interconnected nodes or machines). When comparing the latest ESMValTool version with a previous not yet optimized version, we find significant performance improvements for many relevant applications running on a single node of a high-performance computing (HPC) system, ranging from 2.3 times faster runs in a multi-model setup up to 23 times faster runs for processing a single high-resolution model. By utilizing distributed computing on two nodes of an HPC system, these speedup factors can be further improved to 3.0 and 44, respectively. Moreover, evaluation runs with the latest version of ESMValTool also require significantly less computational resources than before, which in turn reduces power consumption and thus the overall carbon footprint of ESMValTool runs. For example, the previously mentioned use cases use 2.3 (multi-model evaluation) and 23 (high-resolution model evaluation) times less resources compared to the reference version on one HPC node. Finally, analyses which could previously only be performed on machines with large amounts of memory can now be conducted on much smaller hardware through the use of out-of-core computation. For instance, the high-resolution single-model evaluation use case can now be run with 8 GB of available memory despite an input data size of 35 GB, which was not possible with earlier versions of ESMValTool. This enables running much more complex evaluation tasks on a personal laptop than before. \textcopyright Author(s) 2025. This work is distributed under the Creative Commons Attribution 4.0 License.",
3354,Revising resource management and scheduling systems,"With the explosive growth of Internet-enabled cloud computing and HPC centers of all types, IT's energy consumption and sustainability impact are expected to continue climbing well into the future. Green IT recognizes this problem and efforts are under way in both industry and academia to address it. In this paper, we take into account green and performance aspects of resource management. Components of resource management system are explored in detail to seek new developments by exploiting contemporary emerging technologies, computing paradigms, energy efficient operations, etc. to define, design and develop new metrics, techniques, mechanisms, models, policies, and algorithms. In addition, modeling relationships within and between various layers are considered to present some novel approaches.",
3355,"Groundwater cooling of a supercomputer in Perth, Western Australia: hydrogeological simulations and thermal sustainability; [Refroidissement par eaux souterraines d'un superordinateur \`a Perth, Australie Occidentale: simulations hydrog\'eologiques et durabilit\'e thermique]; [Resfriamento por \'aguas subterr\^aneas em Perth, Austr\'alia Ocidental: simula\cc\~oes hidrogeol\'ogicas e sustentabilidade termal]; [Enfriamiento por agua subterr\'anea de una supercomputadora en Perth, Australia Occidental: simulaciones hidrogeol\'ogicas y sustentabilidad t\'ermica]","Groundwater cooling (GWC) is a sustainable alternative to conventional cooling technologies for supercomputers. A GWC system has been implemented for the Pawsey Supercomputing Centre in Perth, Western Australia. Groundwater is extracted from the Mullaloo Aquifer at 20.8~\textdegreeC and passes through a heat exchanger before returning to the same aquifer. Hydrogeological simulations of the GWC system were used to assess its performance and sustainability. Simulations were run with cooling capacities of 0.5 or 2.5 Mega Watts thermal (MWth), with scenarios representing various combinations of pumping rate, injection temperature and hydrogeological parameter values. The simulated system generates a thermal plume in the Mullaloo Aquifer and overlying Superficial Aquifer. Thermal breakthrough (transfer of heat from injection to production wells) occurred in 2.7–4.3~years for a 2.5 MWth system. Shielding (reinjection of cool groundwater between the injection and production wells) resulted in earlier thermal breakthrough but reduced the rate of temperature increase after breakthrough, such that shielding was beneficial after approximately 5 years pumping. Increasing injection temperature was preferable to increasing flow rate for maintaining cooling capacity after thermal breakthrough. Thermal impacts on existing wells were small, with up to 10 wells experiencing a temperature increase \geq 0.1~\textdegreeC (largest increase 6~\textdegreeC). \textcopyright 2015, Springer-Verlag Berlin Heidelberg.",
3368,Quantifying job-level carbon efficiency in HPC: an empirical study based on the PM100 dataset,"This study utilizes the PM100 dataset to quantitatively estimate job-level carbon emissions and analyze efficiency across different resource configurations. A multilayer perceptron (MLP) regression model was applied to predict emissions using execution time along with CPU, memory, and node-level power consumption data. To evaluate efficiency, we proposed the Carbon Efficiency Score (CES), which enables the classification of jobs into efficiency tiers. The analysis revealed that long-running jobs with excessive memory usage tend to exhibit low efficiency, whereas jobs with balanced resource configurations demonstrate relatively higher efficiency. CES-based classification further showed a difference of more than 200-fold between the most and least efficient jobs. Overall, this study provides a foundational framework for developing carbon-aware scheduling strategies in HPC environments and offers practical insights for the design of sustainable supercomputing operational policies. \textcopyright The Author(s) 2025.",
3373,Forecasting power-efficiency related key performance indicators for modern data centers using LSTMs,"Modern HPC and cloud data centers, being mission critical facilities, continue to grow in size and number as the amount of Internet and cloud-based services increases. Moreover, the recent hype in the usage of machine learning based technologies, requiring appropriate infrastructures for data storage and computational power, further pushes the need for modern data centers. This expenditure not only increases the operational costs, but also affects the environment by generating carbon footprints. Due to increased load on supporting power grids, some governmental organizations start to reconsider data center deployment procedures with an increased demand of renewable energy utilization and waste heat recovery. One of the challenges when powering data centers using renewable energy is the intermittent availability of the power. The dynamics of available power must be taken into account to maximize usage of accessible renewable energy while adhering to existing service level agreements as well as to thermal and power requirements. This requires a framework that can continuously match the actual behavior of the target computing infrastructure to the current availability of power and cooling. This paper introduces machine learning based approaches aiming to model various data center energy/power consumption related Key Performance Indicators (KPIs). A validation is performed using the multi-year operational data obtained at Leibniz Supercomputing Centre (LRZ). This framework is used as a building block for achieving a data center infrastructure-aware resource management and scheduling. \textcopyright 2020 Elsevier B.V.",
3383,Energy Analysis Of Rear Door Heat Exchangers In Data Centers With Spatial Workload Distribution,"Data centers have complex environments that undergo constant changes due to fluctuations in IT load, commissioning and decommissioning of IT equipment, heterogeneous rack architectures and varying environmental conditions. These dynamic factors often pose challenges in effectively provisioning cooling systems, resulting in higher energy consumption. To address this issue, it is crucial to consider data center thermal heterogeneity when allocating workloads and controlling cooling, as it can impact operational efficiency. Computational Fluid Dynamics (CFD) models are used to simulate data center heterogeneity and analyze the impact of two different cooling mechanisms on operational efficiency. This research focuses on comparing the cooling based on facility water for Rear Door Heat Exchanger (RDHx) and conventional Computer Room Air Conditioning (CRAH) systems in two different data center configurations. Efficiency is measured in terms of ∆T across facility water. Higher ∆T will result in efficient operation of chillers. The actual chiller efficiency is not calculated as it would depend on local ambient conditions in which the chiller is operated. The first data center model represents a typical enterprise-level configuration where all servers and racks have homogeneous IT power. The second model represents a colocation facility where server/rack power configurations are randomly distributed. These models predict temperature variations at different locations based on IT workload and cooling parameters. Traditionally, CRAH configurations are selected based on total IT power consumption, rack power density, and required cooling capacity for the entire data center space. On the other hand, RDHx can be scaled based on individual rack power density, offering localized cooling advantages. Multiple workload distribution scenarios were simulated for both CRAH and RDHx-based data center models. The results showed that RDHx provides a uniform thermal profile across the data center, irrespective of server/rack power density or workload distribution. This characteristic reduces the risk of over- or under-provisioning racks when using RDHx. Operational efficiency is compared in terms of difference in supply and return temperature of facility water for CRAH and RDHx units based on spatial heat dissipation and workload distribution. RDHx demonstrated excellent cooling capabilities while maintaining a higher \ensuremath\DeltaT, resulting in reduced cooling energy consumption, operational carbon footprint (?), and water usage. Copyright \textcopyright 2023 by ASME.",
