key,title,abstract,claude_decision,claude_reason,codex_decision,codex_reason,gemini_decision,gemini_reason
Zhang20191141,CO2-Assisted synthesis of hierarchically porous carbon as a supercapacitor electrode and dye adsorbent,"A facile and sustainable approach is provided to fabricate hierarchically porous carbon (HPC) materials. Firstly, mesoporous carbon-silica composite materials were prepared via a compressed CO<sub>2</sub>-induced aqueous surfactant solution self-assembly approach without any additional or complicated operation procedures. After removal of the template, carbonization in N<sub>2</sub> and etching of the silica component, HPC was obtained. In particular, the as-made HPC with different pore size distributions and textures can be achieved by simply adjusting the CO<sub>2</sub> pressure. Meanwhile, from the results of SEM and TEM, the morphology of the samples transforms from plate-shaped to spherical nanoparticles with an increase of the CO<sub>2</sub> pressure. The promising performance of the developed HPC materials has been demonstrated in their application as a supercapacitor electrode and dye adsorbent. This general strategy can provide a novel route to develop architectural design of hierarchically porous materials in green and alternative chemical processes. \textcopyright 2019 the Partner Organisations.",,,,,,
Zhang2019131,Impact of disinfectant on bacterial antibiotic resistance transfer between biofilm and tap water in a simulated distribution network,"Bacterial antibiotic resistance (BAR) is profoundly important to human health, but the environmental reservoirs of resistance determinants are poorly understood. BAR of biofilm and tap water were analyzed by using a water distribution simulator where different doses of chlorine and chloramine were used in this study. The results revealed that the disinfectants (\geq2 mg/L) suppressed antibiotic resistant bacteria (ARB) in tap water and biofilms, while disinfected water and biofilms had a high relative abundance of ARB. The difference of ARB concentration and ARB percentage between the samples obtained from a disinfected pipeline and a non-disinfected pipeline became smaller over time. Because the water supply system is a unidirectional process, it is unclear how planktonic bacteria in water transfer BAR over time, although biofilm is suspected to play a role in this process. Compared with the biofilm samples without disinfectant, the disinfected biofilm had lower ICC and HPC/ICC percentage, lower AOC and AOC/TOC percentage, indicating that the disinfectant inhibited the bacteria growth in biofilm, and the disinfected biofilm had high proportion of non-culturable bacteria and low biodegradability, which affected BAR in biofilms. High throughput sequencing showed that in biofilms, the relative abundance of genera (uncultured\_f\_Rhodocyclaceae, Brevundimonas, and Brevibacillus in chlorinated systems, and Brevundimonas, Brevibacillus in chloraminated systems) with multiple antibiotic resistance and high abundance (up to 78.5\%), were positively associated with disinfectant concentration and ARB percentage. The major prevalent genera in biofilms were also detected in tap water, suggesting that biofilm growth or biofilm detachment caused by external environmental factors will allow the movement of biofilm clusters with higher ARB concentration and percentage into bulk water, thereby increasing the antibiotic resistance of bacteria in tap water. \textcopyright 2018 Elsevier Ltd",,,,,,
Zhang20193801,Hierarchical Porous Carbon Spheres from Low-Density Polyethylene for High-Performance Supercapacitors,"Plastics are used extensively and provide great convenience in daily life. However, their stable and nonbiodegradable nature incurs challenging threats to the environment and ecosystems. It is essential that a sustainable method for plastic treatment and utilization be developed. We used low-density polyethylene (LDPE) as a precursor to synthesize a hierarchical porous carbon (HPC) through autogenic pressure carbonization followed by potassium hydroxide (KOH) activation. The noncatalytic carbonization in a closed system obtained 45\% carbon residues from LDPE, which would not yield any carbon residues under normal pressure. The following KOH activation developed hierarchical porous structures in the carbon materials, which can be controlled by KOH dosage. The mechanism of carbonization and activation was proposed considering the nanostructure of carbon materials. The obtained HPC exhibited a micrometer-scale carbon sphere morphology with hierarchical pores, a large specific surface area of 3059 m <sup>2</sup> g <sup>-1</sup> , and abundant surface functional groups. By acting as an electrode material for supercapacitors, the HPC displayed excellent electrochemical performance with a specific capacitance of 355 F g <sup>-1</sup> at a current density of 0.2 A g <sup>-1</sup> in 6 M KOH electrolyte, a high energy density of 9.81 W h kg <sup>-1</sup> at a power density of 450 W kg <sup>-1</sup> , and an outstanding cycling stability. This research develops a sustainable way for plastic waste utilization and a green approach for HPC synthesis. \textcopyright Copyright \textcopyright 2019 American Chemical Society.",,,,,,
Zhang20195919,"Nanocellulose-Enabled, All-Nanofiber, High-Performance Supercapacitor","Nanocellulose has been used as a sustainable nanomaterial for constructing advanced electrochemical energy-storage systems with renewability, lightweight, flexibility, high performance, and satisfying safety.Here, we demonstrate a high-performance all-nanofiber asymmetric supercapacitor (ASC) assembled using a forest-based, nanocellulose-derived hierarchical porous carbon (nanocellulose carbon, HPC) anode, a mesoporous nanocellulose membrane separator (nanocellulose separator), and a NiCo<sub>2</sub>O<sub>4</sub> cathode with nanocellulose carbon as the support matrix (nanocellulose cathode, HPC/NiCo<sub>2</sub>O<sub>4</sub>).HPC has a three-dimensional porous structure comprising interconnected nanofibers with an ultrahigh surface area of 2046 m<sup>2</sup> g<sup>-1</sup>.When integrated with the mesoporous feature of the nanocellulose membrane separator, these properties facilitate the quick delivery of both ions and electrons even with a thick (up to several hundreds of micrometers) and highly loaded (5.8 mg cm<sup>-2</sup>) ASC design.Consequently, the all-nanofiber ASC demonstrates a high electrochemical performance (64.83 F g<sup>-1</sup> (10.84 F cm<sup>-3</sup>) at 0.25 A g<sup>-1</sup> and 32.78 F g<sup>-1</sup> or 5.48 F cm<sup>-3</sup> at 4 A g<sup>-1</sup>) that surpasses most cellulose-based ASCs ever reported.Moreover, the nanocellulose components promise renewability, low cost, and biodegradability, thereby presenting a promising direction toward high-power, environmentally friendly, and renewable energy-storage devices. \textcopyright 2019 American Chemical Society. All rights reserved.",,,,,,
Zhang2020,Rapid generation of global forest cover map using Landsat based on the forest ecological zones,"The easy and ready access to Landsat datasets and the ever-lowering costs of computing make it feasible to monitor the Earth's land cover at Landsat resolutions of 30 m. However, producing forest-cover products rapidly and on a large scale, such as intercontinental or global, is still a challenging task. By utilizing the huge catalog of satellite imagery as well as the high-performance computing capacity of Google Earth Engine, we proposed an automated pipeline for generating 30-m resolution global-scale forest map from time-series of Landsat images. We describe the methods to create products of forest cover at a global scale. First, we partitioned the landscapes into subregions of similar forest type and spatial continuity. Then, a multisource forest/nonforest sample set was established for machine algorithm learning training. Finally, a random forest classifier algorithm was used to obtain samples automatically, extract the characteristics of satellite images, and establish the forest/nonforest classifier models. Taking Landsat8 images in 2018 as a case, a novel 30-m resolution global forest cover (GFC30) map has been produced. The result shows that by the end of 2018, the total forest area in the world was 3.71 \texttimes 109 ha. The accuracy evaluation of GFC30 for 2018 was carried out using verification points via stratified random sampling of a MODIS land cover map (MCD12C1 product in 2012) and verified on high-resolution satellite imagery (e.g., Google Earth). According to the validation result, the overall accuracy of GFC30 for 2018 is 90.94\%. \textcopyright The Authors. Published by SPIE under a Creative Commons Attribution 4.0 Unported License. Distribution or reproduction of this work in whole or in part requires full attribution of the original publication, including its DOI.",,,,,,
Zhang2020e682,A footprint-like intracranial solitary fibrous tumor/ hemangiopericytoma with extracranial extension and acute intratumoral hemorrhage,"Background: Intracranial solitary fibrous tumors/hemangiopericytomas (ISFTs/HPCs) are extremely rare spindle-cell tumors that are mostly benign and derived from mesenchymal tissue. Extracranial metastasis and intratumoral hemorrhage are considered to be special manifestations of malignant tumors, of which extracranial metastases of ISFTs/HPCs have been reported, while tumor hemorrhage has rarely been described. Here, the authors present an interesting case of ISFTs/HPCs with acute intratumoral hemorrhage. Clinical presentation: A 72-year-old woman underwent brain magnetic resonance imaging (MRI) for recurrent headaches and nausea. The MRI scan showed a footprint-like space-occupying lesion in the bilateral parietooccipital lobe. This lesion had multiple cystic components and invaded the superior sagittal sinus, destroying adjacent cranial bones. While waiting for routine surgery, the patient suddenly developed acute tumor bleeding and then underwent emergency surgery. Postoperatively, the diagnosis of ISFT/ HPC was confirmed by pathological and immunohistochemical analysis. Discussions and conclusions: The diagnosis of ISFT/HPC mainly depends on pathological and immunohistochemical results. Malignant cases with cystic necrosis may be prone to acute hemorrhage. Early total surgical excision can provide a good clinical prognosis. Adjuvant radiotherapy is an effective supplement to surgical treatment. Metastasis and recurrence require long-term follow-up monitoring. Copyright \# 2020 by Mutaz B. Habal, MD",,,,,,
Zhang20211,Assessment of annual composite images obtained by google earth engine for urban areas mapping using random forest,"Urban areas represent the primary source region of greenhouse gas emissions. Mapping urban areas is essential for understanding land cover change, carbon cycles, and climate change (urban areas also refer to impervious surfaces, i.e., artificial cover and structures). Remote sensing has greatly advanced urban areas mapping over the last several decades. At present, we have entered the era of big data. Long time series of satellite data such as Landsat and high-performance computing platforms such as Google Earth Engine (GEE) offer new opportunities to map urban areas. The objective of this research was to determine how annual time series images from Landsat 8 OLI can effectively be composed to map urban areas in three cities in China in support of GEE. Three reducer functions, ee.Reducer.min(), ee.Reducer.median(), and ee.Reducer.max() provided by GEE, were selected to construct four schemes to synthesize the annual intensive time series Landsat 8 Operational Land Imager (OLI) data for three cities in China. Then, urban areas were mapped based on the random forest algorithm and the accuracy was evaluated in detail. The results show that (1) the quality of annual composite images was improved significantly, particularly in reducing the impact of cloud and cloud shadows, and (2) the annual composite images obtained by the combination of multiple reducer functions had better performance than that obtained by a single reducer function. Further, the overall accuracy of urban areas mapping with the combination of multiple reducer functions exceeded 90\% in all three cities in China. In summary, a suitable combination of reducer functions for synthesizing annual time series images can enhance data quality and ensure differences between characteristics and higher precision for urban areas mapping. \textcopyright 2021 by the authors. Licensee MDPI, Basel, Switzerland.",,,,,,
Zhang20212295,Engineered/designer hierarchical porous carbon materials for organic pollutant removal from water and wastewater: A critical review,"Hierarchical porous carbon (HPC) materials have found advanced applications in energy storage, adsorption, and catalysis in recent years. The HPC can be synthesized from a vast range of inexpensive carbon precursors, and contain unique structural features, such as nano-scale dimension, high porosity, high surface area, and tunable pore surfaces. These materials hold immense potential for removing contaminants from water and wastewater. However, this area is severely under-explored yet. In this review, we have discussed the recent advances of synthesis, modification, and application of HPC for the removal of pollutants from water, especially focusing on organic pollutants. Owing to their intrinsic hydrophobic nature and unique interconnected porous structure, HPC demonstrates a high affinity to hydrophobic organic contaminants, which can be enhanced many folds by target-specific chemical activation. Successful high-performance removal of contaminants by pristine and modified HPC includes plastic-derived (e.g. bisphenol A), pharmaceutical (e.g. antibiotics), dye (e.g. methylene blue) and pesticide micro-pollutants. Future research is warranted to find optimal and effective HPC synthesis and modification methods for further improving their ability to remove aqueous organic contaminants as a low-cost and energy-inexpensive remediation technology. \textcopyright 2020 Taylor \& Francis Group, LLC.",,,,,,
Zhang2022,Mix design and characteristics evaluation of high-performance concrete with full aeolian sand based on the packing density theory,"To solve the shortage issue of high-quality construction aggregates in desert areas and improve the utilization rate of aeolian sand, this study introduces the mix design and characteristics evaluation of high-performance concrete with full aeolian sand (FAS-HPC). The modified Andreasen \& Andersen model is employed to determine the volume fractions of solid materials when the mixture system reaches the best packing density. Then the Response Surface Method (RSM) is utilized to conduct the orthogonal design and evaluate the effect of water-cementitious materials (W/C), superplasticizer (SP) and fly ash (FA) content on the flowability, mechanical properties, shrinkage and impermeability of the developed concrete, thus the raw materials proportion of FAS-HPC is optimized. After that, the pore structure and microstructure of the developed concrete are tested and analyzed to verify its durability and compactness. The results show that the volume fractions of AS, silica fume, and cement are determined as 0.482, 0.093, and 0.425 respectively, and the introduction of FA is found to be effective in improving the fluidity and impermeability while reducing the early strength and shrinkage. Under the determined response goals, the optimal values of W/C, SP and FA content are 0.19, 1.0 and 25.86 respectively. While the developed FAS-HPC formed by this ratio has a flowability of 220 mm, 28d flexural strength and compressive strengths of 20.26 MPa and 97.09 MPa respectively, meeting the requirements of HPC. Additionally, the developed FAS-HPC has a porosity of 7.3 \% and 76.4 \% pores are harmless, which can ensure its superior chloride resistance and durability. This study further enriches the raw materials for HPC and proposes a fully calculated design method, which is of great significance to the sustainable development of HPC. \textcopyright 2022 Elsevier Ltd",,,,,,
Zhang2022_2,"A flake-like N, O co-doped hierarchical porous carbon derived from chitin with enhanced supercapacitance","Biomass-derived porous carbon materials are considered as suitable candidate for supercapacitors (SCs). However, it is desirable but relatively challenging to find a suitable biomass to prepare porous carbon material for SCs with ultrahigh specific surface area, optimal hierarchical porous structure and abundant heteroatom content. Herein, we provide a facile and low-cost strategy using chitin as carbon precursor and KOH as activator to prepare N, O co-doped hierarchical porous carbon (HPC). The obtained HPC shows the original stacked 2D flakes structure of chitin with an ultrahigh specific surface area of 3362 m<sup>2</sup> g<sup>-1</sup> and a large pore volume of 2.090 cm<sup>3</sup> g<sup>-1</sup>. KOH plays an important role in regulating the pore structure. N,O heteroatoms in chitin form a uniform self-doping. Benefiting from the influence of these physicochemical properties, the obtained electrode exhibits sufficient active sites and continuous conducting pathway, and provides a high specific capacitance of 395.9 F g<sup>-1</sup> at a current density of 0.5 A g<sup>-1</sup> in a three-electrode system using 6 M KOH aqueous electrolyte, which is quite superior and comparable to other biomass-based SCs. The assembled symmetrical SC has a considerable energy density of 25.58 Wh Kg<sup>-1</sup> at a power density of 180 W Kg<sup>-1</sup> and an excellent cycle stability (91.67\% after 5000 cycles at 5 A g<sup>-1</sup>). Therefore, this strategy provided a green and sustainable chitin resource for large-scale synthesis of HPC to construct high performance SCs and other high value-added energy storage devices. \textcopyright 2022 Elsevier B.V.",,,,,,
Zhang2022_3,Biobased hierarchically porous carbon featuring micron-sized honeycomb architecture for CO2 capture and water remediation,"Hierarchically porous carbon (HPC) has exhibited exceptional performance in environmental-related applications; however, the synthesis of high-efficient biobased HPCs remains a challenge because of the inherent structure and chemical composition complexities of biomass. Here, we prepare high-efficient biobased HPC sorbents featuring uniform micron-sized (~20 \mathrm\mum) honeycomb cells and abundant meso- and micropores through combining the selection of biomass precursors and the corresponding synthetic strategies. Cork is selected as the precursor because of its distinctive hollow polyhedral cellular structure and unique chemical composition composed of suberin. ZnCl<sub>2</sub> is selected as the activation reagent due to its mild activation effect with less carbon etching and recyclability. The sequential low-temperature pretreatment and ZnCl<sub>2</sub> activation processes produce high-efficient HPC sorbent for CO<sub>2</sub> capture and water decontamination. Results show that cork-based HPC poses high carbon yield (> 80 wt\%), large specific surface area (up to 1853 m<sup>2</sup>/g), and high pore volume (up to 0.839 cm<sup>3</sup>/g). Accordingly, cork-based HPC exhibit high CO<sub>2</sub> capture performance (e.g., 4.64 mmol/g at 0 \textdegreeC), superior adsorption capacity for methylene blue (887.7 mg/g) and lead ion (Pb<sup>2+</sup>, 74.3 mg/g), and fast uptake speed for contaminants (i.e., < 5 min). Moreover, approximately 80\% of ZnCl<sub>2</sub> can be recycled and reused. This study demonstrates a sustainable and cost-effective process for producing high-efficient HPCs from cork for environmental applications. \textcopyright 2022 Elsevier Ltd",,,,,,
Zhang2023,Upcycling of refinery solid waste by chemical activation: Fabrication of molybdenum sulfide/hierarchical porous carbon composites for highly stable supercapacitor,"Refinery solid waste (RSW) is a typical hazardous waste due to its large amount of production and high toxicity and it is important to reutilize the RSW. However, it is still challenge for efficient recycling the RSW due to its complex composition. Herein, we present an effective route to realize the upcycling of the RSW with the MoS<sub>2</sub> nanosheet/coke hierarchical structure, which serves as a sustainable electrode material for the fabrication of supercapacitors. The RSW is used as the raw material to fabricate molybdenum sulfide/hierarchical porous carbon (MoS<sub>x</sub>/HPC) through the carbonization and activation method by using KOH as the chemical activator and KCl as the auxiliary template. The obtained results indicate the MoS<sub>x</sub>/HPC that prepared with the raw/KOH/KCl mass ratio of 1:3:3 possesses high specific surface area (2908.9 m<sup>2</sup>g<sup>-1</sup>) and hierarchical micro-mesoporous structure. The stable structure of highly dispersed MoS<sub>x</sub> and HPC further supports the high cycle stability of MoS<sub>x</sub>/HPC-based supercapacitors. The MoS<sub>x</sub>/HPC-133-based supercapacitors exhibit high capacitance of 349.7 Fg<sup>-1</sup> at 1 Ag<sup>-1</sup> in 6 M KOH and high cycle stability of 95.8 \% after 10,000 charge–discharge cycles at 20 Ag<sup>-1</sup>. In addition, the fabricated supercapacitors show high power density of 450.03 Wkg<sup>-1</sup> and energy density of 33.99 Whkg<sup>-1</sup> in 1 M Na<sub>2</sub>SO<sub>4</sub> aqueous electrolyte, indicating outstanding electrochemical activity. This work not only provides an effective and facile strategy to fabricate hierarchical MoS<sub>x</sub>/HPC composite that can be used for the fabrication of high-performance supercapacitors, but also brings new insight to understand the potential advantages of RSW to fabricate sustainable materials. \textcopyright 2023 Elsevier Ltd",,,,,,
Zhang2023_2,A High-Performance Automated Large-Area Land Cover Mapping Framework,"Land cover mapping plays a pivotal role in global resource monitoring, sustainable development research, and effective management. However, the complexity of the mapping process, coupled with significant computational and data storage requirements, often leads to delays between data processing and product publication, thereby bringing challenges to creating multi-timesteps large-area products for monitoring dynamic land cover. Therefore, improving the efficiency of each stage in land cover mapping and automating the mapping process is currently an urgent issue to be addressed. This study proposes a high-performance automated large-area land cover mapping framework (HALF). By leveraging Docker and workflow technologies, the HALF effectively tackles model heterogeneity in complex land cover mapping processes, thereby simplifying model deployment and achieving a high degree of decoupling between production models. It optimizes key processes by incorporating high-performance computing techniques. To validate these methods, this study utilized Landsat imagery data and extracted samples using GLC\_FCS and FROM\_GLC, all of which were acquired at a spatial resolution of 30 m. Several 10\textdegree \texttimes 10\textdegree regions were chosen globally to illustrate the viability of generating large-area land cover using the HALF. In the sample collection phase, the HALF introduced an automated method for generating samples, which overlayed multiple prior products to generate a substantial number of samples, thus saving valuable manpower resources. Additionally, the HALF utilized high-performance computing technology to enhance the efficiency of the sample–image matching phase, thereby achieving a speed that was ten times faster than traditional matching methods. In the mapping stage, the HALF employed adaptive classification models to train the data in each region separately. Moreover, to address the challenge of handling a large number of classification results in a large area, the HALF utilized a parallel mosaicking method for classification results based on the concept of grid division, and the average processing time for a single image was approximately 6.5 s. \textcopyright 2023 by the authors.",,,,,,
Zhang2023_3,Numerical simulation of fluidization: Driven by challenges,"In the century-long development of fluidization technology, simulation methods have evolved in response to scientific and engineering demands, which in turn have produced advances in technology. Faced with the profound global challenges of climate change and sustainable development, fluidization has found new applications in carbon capture and utilization, non-energy uses of fossil fuels, production of functional materials, and the continuous production of drugs and fine chemicals. Revolutionary research and development tools, such as digital virtual reactors and even factories, are highly desirable for the effective and efficient conceptualization, scaling-up, and optimization of the processes and equipment in these sophisticated applications, and require unprecedented advances in the accuracy and speed of simulations. After a short review of the existing simulation methods for fluidization, this article focuses on how such advances could be achieved through the organic integration of multiscale modeling, scalable algorithms, and supercomputing. \textcopyright 2022",,,,,,
Zhang2023_4,Green Synthesis of Hierarchically Porous Carbon Derived from Coal Tar Pitch for Enhanced Lithium Storage,"Coal tar pitch (CTP) is a high-quality raw material for producing functional carbon materials owing to its high carbon yield and high degree of condensation. The rational structure regulation of CTP-derived carbon materials is paramount for their special application. Herein, a green template strategy is proposed to fabricate hierarchically porous carbon (HPC) and employ it as the anode material for lithium-ion batteries. It can be demonstrated that the mass ratio of the template (KHCO<sub>3</sub>) and carbon source (CTP) significantly influences the microstructure and electrochemical performances of HPC. HPC-3 synthesized by a mass ratio of 3:1 shows a coral-like lamellar nanostructure with high specific surface area, developed nanopores, and ample defects, enabling fast and high-flux lithium storage. Thus, the HPC-3 electrode achieves an excellent rate capacity of 219 mAh g<sup>-1</sup> at 10 A g<sup>-1</sup> and maintains a high discharge capacity of 660 mAh g<sup>-1</sup> after 1400 cycles at 1 A g<sup>-1</sup>. This work takes a step towards the high-value-added and green utilization of CTP and offers a promising solution for the sustainable production of advanced carbon electrode materials. \textcopyright 2023 by the authors.",,,,,,
Zhang2024,Unraveling the promotive mechanism of nitrogen-doped porous carbon from wasted lignin for Cr (VI) removal,"Persistent environmental pollution by heavy metals, particularly Cr (VI), poses significant risks to ecosystems and human health due to its high toxicity and bioaccumulation potential. The development of high-performance, cost-effective adsorbents from sustainable materials remains a critical challenge in the field of Cr (VI) remediation. This study investigates the influence of pyrrolic-N (N-5) within nitrogen-doped hierarchical porous carbon (N-HPC) on its adsorption capacity. Results indicate that N-HPC variants with a higher N-5 content exhibit superior adsorption abilities. The optimal sample demonstrated an exceptional adsorption capacity of 386.2 mg/g for Cr (VI). Even after seven regeneration cycles, this N-HPC variant maintained a remarkable 77.8 \% removal efficiency for Cr (VI), highlighting its robust stability and selectivity. The relationship between the physicochemical properties of N-5 and N-HPC was thoroughly examined, revealing that N-5 plays a crucial role in the adsorption process. Due to its high electronegativity, nitrogen-doping into the carbon framework generates a dipole moment, enhancing the electronegativity of N-HPC, altering its local electron density and polarity, increasing specific surface area, carbon defect density, and ion exchange capacity. These factors collectively contribute to significant improvements in pore filling, ion exchange efficiency, and electrostatic adsorption by N-HPC. The reduction complexation mechanism emerges as the dominant factor in the adsorption process. N-5 not only provides reducing electrons as an electron donor, facilitating the continuous conversion of Cr (VI) to Cr (III), but also acts as an adsorption active site, complexing Cr to the surface of N-HPC. This synergistic effect strengthens the reduction complexation, enhances adsorption performance, and improves the regeneration cycle and adsorption selectivity for Cr. \textcopyright 2024 Elsevier B.V.",,,,,,
Zhang2024_2,"Construction of mechanically robust and recyclable catalytic hydrogel based on hydroxypropyl cellulose-supported by montmorillonite/ionic liquid with different anions for pollutants(4-NP, MB, CR, Rhb) degradation","Dye wastewater poses a serious threat to the environment and human health, necessitating sustainable degradation methods. In this study, Na-based Montmorillonite (MMT) was exfoliated using different ionic liquids ([C16MIM][Cl], [C16MIM][BF<sub>4</sub>], [C16MIM][PF<sub>6</sub>]), and silver nanoparticles (Ag NPs) were green-synthesized using hydroxypropyl cellulose (HPC). The HPC significantly enhanced the dispersion of MMT in the hydrogel. By introducing lauryl methacrylate (LMA), a hydrophobic associative network was constructed in PAM/LMA/HPC/MMT\@ILs\&Ag NPs hydrogel. This hydrogel demonstrated outstanding mechanical properties, with a stress of 833.21 kPa, strain of 3300 \%, and toughness of 14.36 MJ/m<sup>3</sup>. It also exhibited excellent catalytic activity, with a rate constant of 0.83 min<sup>-1</sup> for 4-nitrophenol degradation at 28 \textdegreeC. The effects of temperature and catalyst concentration on the catalytic reaction were systematically investigated. This study presents a simple green synthesis approach for Ag NPs using HPC, achieving superior mechanical performance and stable MMT dispersion in aqueous solutions. \textcopyright 2024",,,,,,
Zhang2024_3,Numerical analysis on the performance of sodium chloride solution evaporative crystallization system driven by high-temperature heat pump,"In the context of sustainable development, heat pump technology is increasingly recognized as a key method for enhancing the efficiency of evaporative crystallization processes. In this study, we propose a high-temperature heat pump evaporative crystallization system to facilitate the recycling of waste heat from secondary steam in low-vacuum and low-temperature evaporative crystallization, thereby achieving the cyclic utilization of condensation heat from secondary steam. The primary objective of this research is to develop a comprehensive mathematical model for the HPC system that investigate its operating performance under varying conditions, with the aim of promoting its practical application. The results demonstrate that by adjusting operating pressures, the temperature of the secondary steam can be controlled, allowing for regulation of the main particle size of the product. Specially, when maintaining the flow rate of the raw material liquid at 90 \% of design condition, it is possible to achieve a maximum main particle size of 2.8 mm. Additionally, fluctuations in the flow rate of the raw material liquid significantly impact the cycle rate, with the optimum operating flow rate range identified as 75 \% to 110 \% of the rated value. The coefficient of performance of the system can achieve 5.85 under design conditions with a concentration of 4 \% and flow rate of 310 kg/h. This research provides a theoretical foundation for the practical operation and commissioning of the HPC units. \textcopyright 2024",,,,,,
Zhang2024_4,"openFuelCell2: A new computational tool for fuel cells, electrolyzers, and other electrochemical devices and processes","Fuel cells/electrolyzers are efficient and clean electrochemical devices that convert chemical energy directly into electricity and vice versa. They have attracted sustainable attention over the past decade from multiple experimental and numerical studies. However, detailed experimental investigations are typically expensive and challenging for providing a number of operating conditions and designs. Computational analysis offers an alternative approach for these studies. With the steadily increasing high-performance computing resources available, the limitations of numerical simulations have substantially decreased. This contribution details the design choice and code structure of modern electrochemical devices, which have been implemented as a versatile C++ library named openFuelCell2 within the open-source platform OpenFOAM, allowing for large-scale parallel calculations to be performed. The solver considers the major transport phenomena in a typical electrochemical device, including fluid flow, heat and mass transfer, species and charge transfer, and electrochemical reaction. This enables numerical simulations on popular electrochemical devices, such as fuel cells and electrolyzers, to be conducted. The paper also describes the domain decomposition, and parallel performance issues, as well as future applications. Program summary: Program Title: openFuelCell2 CPC Library link to program files: https://doi.org/10.17632/cvmb5xgy7h.1 Developer's repository link: https://github.com/openFuelCell2/openFuelCell2 Licensing provisions: GPLv3 Programming language: C++ Journal reference of previous version: S.B. Beale, H.-W. Choi, J.G. Pharoah, H.K. Roth, H. Jasak, D.H. Jeon, Open-source computational model of a solid oxide fuel cell, Computer Physics Communications 200 (2016) 15–26. Does the new version supersede the previous version?: No Reasons for new version: This new version aims to account for additional electrochemical applications. Summary of revisions: The new version employs new code structure designs and is capable of considering two different electric potential fields and two-phase flows. Nature of problem: This software library provides a set of models for simulating electrochemical devices, such as fuel cells and electrolyzers, as well as other similar devices. These systems consist of multiple components with distinct features but are coupled through properties such as temperature, species concentrations, and electric current/potentials. This software utilizes a computational fluid dynamics (CFD) approach to enable the simulation of multiregion and multiphysics problems, accounting for heat and mass transfer, single and two-phase flow, multicomponent diffusion, electron and ion transfer, and electrochemical reactions. This toolbox provides researchers with a powerful tool for studying electrochemical devices in a comprehensive and efficient manner. Solution method: This software utilizes the finite volume method (FVM) to discretize and solve all conserved variables governed by partial differential equations. It employs a variant of the SIMPLE and PISO algorithms, known as PIMPLE, to solve the pressure-velocity coupling. All of the transport equations are solved sequentially, except for the enthalpy equation which is solved in an implicitly coupled manner within the global domain. Additional comments including restrictions and unusual features: \textbullet The two-phase flow consists of continuous and dispersed phases, without resolving the phase interfaces. \textbullet The two-phase flow is solved with an Eulerian-Eulerian approach. \textbullet A local-time-stepping method was typically used in the two-phase solution. \textbullet The electrochemical reactions take place in volumetric regions. \textbullet Species diffusion is described by Fick's law. \textcopyright 2024 The Authors",,,,,,
Zhang2024_5,"Hydration kinetics, strength, autogenous shrinkage, and sustainability of cement pastes incorporating ultrafine limestone powder","This study investigated the effects of ordinary limestone powder (OLP) and two ultrafine limestone powders (ULPs) on the early and late age hydration characteristics of cement pastes with low water-to-binder (w/b) ratios of 0.21. The compressive strengths and autogenous shrinkage rates were also examined. Calorimetry and setting data showed that finer limestone powder (LP) significantly shortened the induction period and setting time of the paste and accelerated the early hydration reaction. The kinetic model showed that the rates of nucleation and crystal growth (NG), phase boundary reaction (I), and diffusion (D) increased, and the duration of process I decreased with increasing LP fineness. This indicated that the increased rate from the early hydration reaction was closely related to accelerated nucleation of smaller LP particles. Thermogravimetric-differential thermal analyses (TG-DTA) revealed that the finer LPs generated more hydration products and improved hydration degree in the later stages. Moreover, under favorable conditions for nucleation and increased effective w/b ratios, the hydration products of the LP pastes were formed rapidly, exceeding those of the pure paste at late stages. A finer LP increased the compressive strength and autogenous shrinkage, but due to the reduction in clinker, the compressive strength and autogenous shrinkage were lower than those of the pure paste. Mercury intrusion porosimetry (MIP) showed that the cumulative volume of the pores greater than 50 nm decreased when the LP was finer, thus increasing the compressive strength and autogenous shrinkage. The incorporation of 25 vol \% ULP (d<sub>v,50</sub> = 2.653 \ensuremath\mum) decreased the CO<sub>2</sub> emissions per unit 28-day compressive strength by 17.34 \% compared to those of the pure paste. This study improves our understanding of the hydration behavior and properties of ULPs in cement-based materials with low w/b ratios and improves the use of LPs in HPC and UHPC. \textcopyright 2024",,,,,,
